temp_x_1,temp_x_2,temp_x_3,temp_x_4,temp_x_5,temp_x_6,temp_x_7,temp_x_8
0.424,0.089,0.637,0.265,0.151,0.548,0.222,0.758
0.392,0.093,0.671,0.261,0.158,0.553,0.205,0.759
0.362,0.093,0.703,0.243,0.164,0.577,0.181,0.759
0.333,0.091,0.733,0.224,0.169,0.6,0.161,0.756
0,0.262,0.556,0.313,0.285,0.69,0.588,0.783
0.018,0.265,0.531,0.329,0.285,0.669,0.591,0.75
0.041,0.281,0.509,0.353,0.298,0.645,0.586,0.764
0.061,0.303,0.498,0.376,0.318,0.628,0.581,0.745
0.082,0.334,0.494,0.401,0.348,0.611,0.563,0.746
0.099,0.362,0.494,0.421,0.375,0.6,0.549,0.754
0.117,0.392,0.494,0.444,0.405,0.587,0.534,0.76
0.133,0.419,0.493,0.463,0.43,0.576,0.524,0.74
0.15,0.444,0.492,0.481,0.454,0.565,0.516,0.715
0.175,0.478,0.491,0.505,0.485,0.551,0.508,0.738
0.196,0.506,0.488,0.526,0.511,0.537,0.502,0.748
0.214,0.527,0.486,0.541,0.53,0.527,0.498,0.714
0.243,0.559,0.489,0.563,0.56,0.515,0.491,0.705
0.268,0.586,0.496,0.58,0.586,0.507,0.486,0.698
0.298,0.614,0.502,0.597,0.611,0.496,0.48,0.684
0.327,0.638,0.512,0.611,0.632,0.487,0.47,0.667
0.358,0.661,0.524,0.624,0.653,0.478,0.458,0.66
0.397,0.686,0.539,0.638,0.674,0.468,0.443,0.663
0.437,0.708,0.566,0.644,0.694,0.464,0.42,0.665
0.48,0.728,0.597,0.648,0.711,0.462,0.396,0.656
0.511,0.739,0.625,0.649,0.722,0.462,0.377,0.675
0.546,0.75,0.651,0.65,0.731,0.461,0.357,0.679
0.575,0.759,0.677,0.648,0.738,0.462,0.338,0.653
0.61,0.767,0.705,0.647,0.744,0.461,0.317,0.653
0.647,0.775,0.731,0.646,0.75,0.46,0.296,0.659
0.683,0.782,0.75,0.647,0.754,0.456,0.279,0.637
0.724,0.787,0.763,0.65,0.755,0.448,0.264,0.656
0.769,0.792,0.773,0.655,0.756,0.438,0.25,0.647
0.804,0.795,0.773,0.66,0.755,0.427,0.243,0.606
0.845,0.797,0.759,0.672,0.752,0.408,0.245,0.592
0.859,0.795,0.751,0.677,0.749,0.404,0.257,0.637
0.881,0.791,0.727,0.687,0.741,0.389,0.279,0.664
0.898,0.791,0.705,0.698,0.739,0.376,0.293,0.613
0.917,0.791,0.686,0.709,0.737,0.362,0.303,0.573
0.912,0.791,0.713,0.699,0.744,0.38,0.301,0.61
0.92,0.788,0.718,0.697,0.741,0.383,0.308,0.56
0.93,0.788,0.717,0.699,0.74,0.38,0.308,0.51
0.951,0.79,0.722,0.7,0.741,0.377,0.299,0.454
0.942,0.813,0.74,0.701,0.764,0.379,0.266,0.457
0.938,0.824,0.744,0.703,0.775,0.379,0.253,0.505
0.932,0.838,0.749,0.706,0.789,0.378,0.237,0.561
0.929,0.854,0.745,0.714,0.804,0.37,0.223,0.603
0.937,0.874,0.724,0.731,0.819,0.352,0.213,0.567
0.939,0.902,0.707,0.748,0.844,0.335,0.197,0.563
0.94,0.931,0.694,0.764,0.869,0.319,0.178,0.562
0.949,0.952,0.692,0.773,0.887,0.31,0.16,0.519
0.949,0.956,0.699,0.772,0.891,0.312,0.152,0.467
0.948,0.955,0.698,0.772,0.89,0.312,0.153,0.41
0.924,0.954,0.687,0.765,0.893,0.325,0.156,0.462
0.906,0.953,0.683,0.764,0.894,0.329,0.164,0.511
0.877,0.951,0.66,0.769,0.894,0.327,0.184,0.538
0.849,0.948,0.629,0.777,0.893,0.322,0.209,0.546
0.834,0.947,0.616,0.779,0.893,0.322,0.22,0.5
0.813,0.945,0.603,0.78,0.893,0.324,0.232,0.542
0.773,0.944,0.583,0.782,0.895,0.328,0.252,0.551
0.751,0.943,0.583,0.779,0.897,0.336,0.258,0.596
0.734,0.941,0.601,0.768,0.898,0.351,0.255,0.635
0.768,0.932,0.609,0.767,0.887,0.351,0.265,0.673
0.789,0.921,0.636,0.756,0.882,0.369,0.284,0.693
0.809,0.918,0.675,0.743,0.881,0.385,0.271,0.708
0.856,0.915,0.677,0.747,0.875,0.373,0.264,0.709
0.9,0.917,0.665,0.76,0.876,0.357,0.271,0.708
0.911,0.917,0.668,0.761,0.879,0.358,0.278,0.639
0.909,0.92,0.7,0.75,0.886,0.374,0.263,0.667
0.906,0.922,0.722,0.742,0.89,0.385,0.249,0.718
0.916,0.925,0.707,0.75,0.891,0.373,0.251,0.663
0.939,0.927,0.679,0.765,0.888,0.353,0.259,0.594
0.942,0.927,0.675,0.767,0.887,0.35,0.261,0.499
0.954,0.937,0.651,0.781,0.894,0.331,0.26,0.465
0.959,0.938,0.623,0.794,0.893,0.315,0.271,0.412
0.964,0.94,0.592,0.807,0.892,0.297,0.281,0.377
0.966,0.944,0.554,0.823,0.892,0.276,0.295,0.363
0.97,0.946,0.515,0.84,0.891,0.254,0.31,0.353
0.965,0.954,0.49,0.853,0.898,0.235,0.302,0.389
0.966,0.963,0.461,0.868,0.903,0.214,0.295,0.428
0.969,0.968,0.429,0.883,0.906,0.192,0.297,0.402
0.974,0.972,0.386,0.902,0.907,0.165,0.305,0.402
0.976,0.972,0.353,0.913,0.905,0.151,0.319,0.37
0.973,0.963,0.32,0.921,0.896,0.141,0.346,0.389
0.977,0.956,0.286,0.932,0.886,0.125,0.37,0.365
0.981,0.948,0.26,0.94,0.877,0.114,0.389,0.323
0.982,0.938,0.225,0.95,0.865,0.099,0.416,0.328
0.976,0.927,0.202,0.954,0.854,0.092,0.438,0.362
0.973,0.923,0.201,0.953,0.851,0.093,0.443,0.414
0.971,0.896,0.216,0.937,0.828,0.111,0.464,0.424
0.974,0.873,0.223,0.926,0.807,0.121,0.481,0.393
0.949,0.872,0.224,0.922,0.809,0.13,0.486,0.35
0.93,0.875,0.231,0.918,0.814,0.137,0.48,0.406
0.921,0.877,0.236,0.916,0.818,0.141,0.474,0.467
0.896,0.885,0.254,0.91,0.83,0.152,0.453,0.495
0.868,0.895,0.278,0.901,0.844,0.168,0.43,0.502
0.847,0.902,0.301,0.893,0.855,0.181,0.409,0.548
0.831,0.91,0.319,0.887,0.866,0.19,0.388,0.608
0.817,0.923,0.339,0.883,0.882,0.197,0.358,0.635
0.807,0.938,0.365,0.877,0.899,0.205,0.324,0.637
0.801,0.947,0.398,0.867,0.911,0.218,0.294,0.641
0.795,0.95,0.44,0.852,0.917,0.239,0.27,0.648
0.791,0.951,0.475,0.838,0.921,0.257,0.252,0.675
0.791,0.953,0.508,0.826,0.925,0.272,0.233,0.702
0.796,0.956,0.546,0.813,0.93,0.288,0.21,0.71
0.813,0.961,0.579,0.803,0.934,0.297,0.186,0.691
0.856,0.963,0.569,0.813,0.93,0.279,0.181,0.679
0.884,0.964,0.54,0.828,0.926,0.256,0.189,0.671
0.905,0.966,0.516,0.841,0.924,0.237,0.198,0.637
0.921,0.968,0.506,0.848,0.925,0.229,0.202,0.582
0.919,0.969,0.516,0.844,0.927,0.235,0.199,0.643
0.915,0.969,0.534,0.837,0.93,0.245,0.191,0.687
0.928,0.981,0.516,0.85,0.937,0.229,0.188,0.642
0.937,0.981,0.505,0.856,0.94,0.224,0.202,0.584
0.938,0.981,0.505,0.857,0.941,0.224,0.204,0.648
0.939,0.98,0.505,0.857,0.941,0.225,0.208,0.58
0.947,0.967,0.504,0.854,0.929,0.23,0.229,0.539
0.953,0.951,0.506,0.848,0.915,0.236,0.246,0.498
0.959,0.936,0.509,0.842,0.9,0.241,0.258,0.446
0.965,0.917,0.513,0.835,0.883,0.248,0.275,0.408
0.968,0.9,0.519,0.827,0.868,0.255,0.287,0.365
0.968,0.873,0.535,0.811,0.845,0.271,0.301,0.347
0.962,0.857,0.552,0.797,0.831,0.286,0.307,0.394
0.937,0.851,0.554,0.791,0.829,0.295,0.312,0.483
0.93,0.851,0.551,0.792,0.83,0.295,0.313,0.574
0.915,0.852,0.542,0.794,0.831,0.294,0.317,0.641
0.893,0.848,0.51,0.802,0.828,0.285,0.339,0.667
0.877,0.842,0.482,0.809,0.822,0.278,0.362,0.636
0.86,0.83,0.463,0.809,0.811,0.278,0.385,0.6
0.835,0.808,0.468,0.788,0.796,0.303,0.392,0.606
0.82,0.795,0.488,0.764,0.789,0.333,0.382,0.616
0.808,0.783,0.511,0.739,0.783,0.363,0.369,0.622
0.795,0.769,0.537,0.71,0.777,0.398,0.352,0.629
0.786,0.76,0.556,0.687,0.773,0.425,0.339,0.654
0.775,0.748,0.577,0.662,0.768,0.456,0.325,0.66
0.764,0.735,0.599,0.636,0.761,0.486,0.313,0.664
0.752,0.713,0.623,0.616,0.743,0.506,0.317,0.676
0.736,0.696,0.651,0.595,0.732,0.528,0.315,0.664
0.71,0.693,0.684,0.577,0.734,0.552,0.304,0.685
0.685,0.69,0.715,0.561,0.737,0.575,0.293,0.694
0.657,0.686,0.749,0.541,0.738,0.6,0.282,0.687
0.63,0.679,0.781,0.522,0.737,0.624,0.274,0.681
0.605,0.669,0.811,0.503,0.732,0.646,0.269,0.687
0.587,0.653,0.837,0.485,0.721,0.665,0.269,0.712
0.611,0.643,0.81,0.497,0.707,0.645,0.288,0.711
0.638,0.642,0.781,0.512,0.701,0.624,0.301,0.724
0.649,0.643,0.772,0.518,0.699,0.616,0.304,0.779
0.69,0.643,0.757,0.53,0.695,0.597,0.31,0.786
0.735,0.645,0.747,0.542,0.691,0.579,0.313,0.796
0.774,0.646,0.74,0.551,0.688,0.566,0.315,0.77
0.813,0.648,0.721,0.565,0.684,0.545,0.322,0.757
0.846,0.648,0.696,0.579,0.679,0.524,0.332,0.765
0.876,0.649,0.671,0.594,0.677,0.505,0.346,0.778
0.914,0.649,0.652,0.607,0.674,0.488,0.357,0.692
0.921,0.65,0.656,0.607,0.677,0.491,0.364,0.75
0.924,0.65,0.656,0.609,0.678,0.491,0.369,0.67
0.925,0.65,0.656,0.609,0.679,0.492,0.37,0.597
0.925,0.65,0.656,0.609,0.679,0.492,0.373,0.673
0.927,0.649,0.655,0.61,0.679,0.492,0.376,0.59
0.928,0.648,0.655,0.61,0.678,0.492,0.378,0.663
0.931,0.641,0.653,0.608,0.673,0.494,0.388,0.601
0.937,0.617,0.654,0.599,0.651,0.5,0.41,0.554
0.942,0.588,0.657,0.587,0.627,0.509,0.436,0.533
0.946,0.565,0.66,0.577,0.608,0.516,0.458,0.501
0.949,0.538,0.663,0.567,0.588,0.527,0.488,0.486
0.95,0.519,0.666,0.558,0.572,0.534,0.507,0.448
0.941,0.5,0.681,0.544,0.561,0.551,0.525,0.418
0.923,0.501,0.699,0.535,0.565,0.564,0.513,0.474
0.915,0.501,0.705,0.532,0.567,0.568,0.508,0.542
0.907,0.502,0.711,0.529,0.569,0.573,0.503,0.602
0.881,0.507,0.733,0.519,0.578,0.587,0.483,0.626
0.856,0.515,0.747,0.514,0.588,0.596,0.464,0.661
0.814,0.526,0.742,0.515,0.601,0.597,0.445,0.654
0.801,0.533,0.707,0.53,0.605,0.581,0.452,0.677
0.81,0.54,0.67,0.549,0.608,0.559,0.463,0.684
0.813,0.552,0.664,0.557,0.618,0.552,0.456,0.73
0.83,0.563,0.641,0.574,0.625,0.533,0.458,0.76
0.855,0.565,0.619,0.587,0.623,0.515,0.467,0.792
0.892,0.568,0.6,0.601,0.622,0.497,0.478,0.781
0.913,0.571,0.611,0.601,0.626,0.498,0.475,0.735
0.917,0.572,0.614,0.601,0.627,0.499,0.474,0.651
0.919,0.573,0.619,0.6,0.628,0.501,0.472,0.548
0.921,0.573,0.624,0.598,0.628,0.503,0.471,0.62
0.923,0.573,0.629,0.596,0.629,0.506,0.469,0.69
0.926,0.572,0.647,0.589,0.63,0.515,0.464,0.505
0.925,0.572,0.652,0.587,0.63,0.518,0.462,0.617
0.925,0.572,0.652,0.587,0.63,0.518,0.463,0.68
0.927,0.571,0.65,0.588,0.63,0.517,0.465,0.584
0.927,0.572,0.65,0.588,0.63,0.517,0.465,0.648
0.932,0.571,0.644,0.592,0.629,0.513,0.468,0.598
0.945,0.571,0.625,0.6,0.625,0.5,0.479,0.518
0.949,0.571,0.619,0.603,0.624,0.497,0.482,0.469
0.957,0.571,0.602,0.611,0.622,0.486,0.488,0.417
0.964,0.571,0.565,0.626,0.619,0.465,0.503,0.387
0.969,0.572,0.527,0.642,0.616,0.444,0.516,0.369
0.971,0.574,0.508,0.651,0.615,0.433,0.521,0.31
0.972,0.577,0.468,0.668,0.615,0.41,0.53,0.307
0.967,0.581,0.434,0.682,0.616,0.39,0.532,0.346
0.965,0.586,0.402,0.696,0.618,0.37,0.533,0.377
0.968,0.591,0.363,0.714,0.619,0.345,0.536,0.38
0.972,0.595,0.33,0.729,0.62,0.324,0.538,0.353
0.973,0.6,0.291,0.747,0.622,0.299,0.542,0.355
0.973,0.607,0.252,0.765,0.625,0.275,0.544,0.349
0.971,0.613,0.214,0.782,0.627,0.253,0.556,0.363
0.97,0.618,0.179,0.797,0.63,0.234,0.567,0.387
0.97,0.622,0.141,0.814,0.63,0.213,0.58,0.402
0.96,0.623,0.124,0.819,0.63,0.207,0.587,0.454
0.932,0.617,0.124,0.813,0.627,0.216,0.592,0.493
0.906,0.604,0.114,0.808,0.616,0.222,0.609,0.527
0.873,0.589,0.107,0.799,0.604,0.23,0.621,0.5
0.833,0.575,0.116,0.784,0.596,0.248,0.622,0.525
0.801,0.566,0.139,0.766,0.592,0.271,0.614,0.533
0.775,0.559,0.165,0.749,0.589,0.293,0.605,0.55
0.75,0.55,0.198,0.728,0.586,0.319,0.594,0.57
0.731,0.542,0.225,0.711,0.583,0.339,0.585,0.594
0.718,0.535,0.246,0.698,0.579,0.355,0.579,0.639
0.699,0.525,0.277,0.678,0.573,0.378,0.569,0.643
0.683,0.513,0.311,0.657,0.566,0.402,0.56,0.661
0.671,0.498,0.345,0.635,0.557,0.425,0.553,0.685
0.664,0.482,0.38,0.613,0.545,0.448,0.547,0.687
0.662,0.467,0.413,0.592,0.534,0.469,0.541,0.71
0.663,0.451,0.447,0.572,0.522,0.488,0.537,0.726
0.666,0.436,0.483,0.552,0.511,0.508,0.532,0.734
0.672,0.424,0.521,0.532,0.502,0.528,0.525,0.756
0.683,0.413,0.561,0.514,0.495,0.548,0.52,0.769
0.71,0.403,0.595,0.5,0.487,0.562,0.521,0.78
0.754,0.394,0.612,0.496,0.476,0.563,0.531,0.776
0.797,0.387,0.612,0.5,0.468,0.555,0.545,0.792
0.836,0.382,0.62,0.502,0.463,0.553,0.556,0.764
0.862,0.379,0.63,0.501,0.461,0.554,0.562,0.717
0.907,0.373,0.64,0.502,0.456,0.553,0.575,0.641
0.911,0.373,0.64,0.502,0.456,0.553,0.576,0.707
0.917,0.373,0.639,0.504,0.456,0.551,0.58,0.639
0.918,0.373,0.64,0.504,0.457,0.552,0.581,0.697
0.919,0.373,0.639,0.504,0.456,0.551,0.583,0.637
0.919,0.373,0.639,0.504,0.456,0.552,0.584,0.697
0.92,0.368,0.638,0.503,0.453,0.553,0.591,0.624
0.923,0.339,0.638,0.49,0.427,0.56,0.616,0.649
0.925,0.319,0.636,0.482,0.409,0.562,0.633,0.609
0.931,0.296,0.626,0.475,0.386,0.561,0.653,0.574
0.937,0.283,0.605,0.478,0.373,0.551,0.669,0.537
0.941,0.281,0.587,0.484,0.368,0.541,0.677,0.493
0.947,0.282,0.555,0.498,0.366,0.521,0.686,0.455
0.95,0.285,0.526,0.511,0.365,0.504,0.689,0.42
0.95,0.301,0.508,0.525,0.378,0.488,0.67,0.384
0.948,0.315,0.497,0.536,0.39,0.478,0.657,0.428
0.948,0.341,0.485,0.554,0.413,0.463,0.632,0.437
0.949,0.365,0.472,0.571,0.435,0.447,0.605,0.432
0.948,0.388,0.449,0.59,0.453,0.427,0.586,0.432
0.949,0.41,0.428,0.609,0.472,0.408,0.569,0.446
0.943,0.411,0.424,0.61,0.473,0.407,0.565,0.392
0.911,0.405,0.425,0.601,0.47,0.417,0.563,0.463
0.903,0.403,0.428,0.599,0.47,0.42,0.561,0.514
0.877,0.4,0.442,0.587,0.469,0.434,0.553,0.556
0.853,0.397,0.471,0.572,0.472,0.455,0.54,0.571
0.838,0.396,0.492,0.561,0.474,0.469,0.53,0.611
0.814,0.394,0.525,0.543,0.477,0.493,0.516,0.631
0.797,0.389,0.556,0.527,0.477,0.513,0.504,0.659
0.79,0.384,0.581,0.514,0.475,0.529,0.498,0.697
0.789,0.378,0.612,0.498,0.473,0.547,0.491,0.743
0.804,0.374,0.651,0.484,0.472,0.565,0.484,0.756
0.841,0.373,0.66,0.486,0.469,0.561,0.491,0.791
0.876,0.37,0.638,0.499,0.462,0.543,0.508,0.793
0.911,0.369,0.62,0.511,0.459,0.53,0.532,0.8
0.911,0.369,0.62,0.511,0.459,0.53,0.532,0.743
0.914,0.369,0.622,0.511,0.459,0.531,0.532,0.651
0.917,0.369,0.624,0.51,0.459,0.532,0.532,0.72
0.921,0.369,0.634,0.507,0.461,0.536,0.531,0.785
0.923,0.369,0.641,0.505,0.461,0.54,0.529,0.678
0.922,0.369,0.645,0.503,0.462,0.542,0.528,0.55
0.921,0.369,0.648,0.502,0.462,0.543,0.526,0.602
0.921,0.369,0.651,0.501,0.462,0.545,0.525,0.722
0.922,0.369,0.652,0.501,0.463,0.545,0.525,0.611
0.923,0.369,0.652,0.501,0.462,0.545,0.525,0.724
0.927,0.369,0.645,0.504,0.462,0.541,0.528,0.63
0.93,0.369,0.641,0.506,0.461,0.538,0.53,0.703
0.933,0.37,0.634,0.51,0.46,0.533,0.533,0.654
0.936,0.37,0.624,0.514,0.459,0.528,0.536,0.582
0.942,0.37,0.593,0.527,0.456,0.51,0.548,0.546
0.944,0.37,0.578,0.533,0.455,0.502,0.553,0.499
0.945,0.371,0.571,0.536,0.454,0.497,0.556,0.551
0.946,0.373,0.561,0.541,0.455,0.491,0.555,0.501
0.95,0.377,0.523,0.559,0.455,0.468,0.562,0.485
0.954,0.381,0.481,0.577,0.454,0.443,0.572,0.481
0.957,0.389,0.445,0.595,0.458,0.421,0.578,0.456
0.957,0.4,0.407,0.615,0.464,0.398,0.582,0.454
0.957,0.413,0.366,0.637,0.472,0.373,0.587,0.454
0.959,0.423,0.325,0.657,0.478,0.349,0.595,0.443
0.962,0.433,0.287,0.677,0.483,0.325,0.602,0.436
0.964,0.442,0.249,0.696,0.488,0.301,0.607,0.431
0.965,0.452,0.212,0.715,0.494,0.276,0.602,0.422
0.963,0.46,0.18,0.731,0.498,0.254,0.597,0.448
0.928,0.453,0.196,0.717,0.497,0.27,0.583,0.465
0.926,0.452,0.199,0.715,0.496,0.272,0.581,0.519
0.911,0.448,0.22,0.703,0.495,0.287,0.574,0.566
0.897,0.442,0.239,0.691,0.493,0.302,0.567,0.614
0.877,0.432,0.268,0.672,0.487,0.323,0.558,0.631
0.857,0.419,0.295,0.653,0.479,0.344,0.552,0.649
0.843,0.401,0.324,0.631,0.466,0.367,0.549,0.653
0.839,0.383,0.356,0.61,0.453,0.388,0.549,0.662
0.834,0.371,0.388,0.591,0.445,0.409,0.543,0.685
0.829,0.36,0.421,0.572,0.438,0.429,0.536,0.706
0.824,0.358,0.451,0.559,0.44,0.447,0.526,0.744
0.849,0.368,0.458,0.565,0.449,0.441,0.516,0.783
0.893,0.37,0.449,0.576,0.447,0.427,0.528,0.792
0.921,0.372,0.446,0.582,0.446,0.42,0.534,0.697
0.944,0.376,0.454,0.584,0.449,0.419,0.533,0.643
0.946,0.377,0.455,0.584,0.45,0.419,0.533,0.475
0.948,0.377,0.455,0.585,0.45,0.418,0.533,0.541
0.949,0.377,0.454,0.585,0.45,0.418,0.533,0.472
0.949,0.377,0.454,0.585,0.449,0.417,0.534,0.525
0.955,0.359,0.433,0.585,0.43,0.41,0.558,0.493
0.959,0.342,0.421,0.582,0.413,0.406,0.574,0.443
0.96,0.32,0.392,0.582,0.39,0.395,0.597,0.441
0.958,0.311,0.354,0.592,0.377,0.377,0.617,0.441
0.958,0.302,0.316,0.602,0.365,0.359,0.637,0.444
0.959,0.294,0.279,0.612,0.355,0.341,0.656,0.467
0.961,0.288,0.24,0.624,0.345,0.321,0.676,0.448
0.961,0.285,0.201,0.638,0.34,0.301,0.692,0.461
0.963,0.286,0.162,0.654,0.338,0.279,0.708,0.464
0.967,0.288,0.125,0.669,0.335,0.258,0.72,0.447
0.933,0.277,0.132,0.655,0.328,0.272,0.716,0.48
0.924,0.273,0.143,0.647,0.325,0.281,0.712,0.544
0.905,0.263,0.169,0.63,0.32,0.3,0.704,0.581
0.884,0.251,0.198,0.61,0.314,0.322,0.694,0.587
0.865,0.241,0.225,0.592,0.308,0.342,0.685,0.615
0.839,0.228,0.26,0.568,0.301,0.369,0.672,0.626
0.814,0.217,0.296,0.544,0.296,0.395,0.659,0.624
0.797,0.21,0.324,0.527,0.294,0.415,0.648,0.681
0.778,0.201,0.357,0.507,0.291,0.438,0.636,0.681
0.761,0.194,0.393,0.487,0.289,0.462,0.624,0.661
0.75,0.188,0.423,0.471,0.287,0.481,0.614,0.707
0.74,0.182,0.459,0.452,0.286,0.503,0.603,0.72
0.733,0.176,0.497,0.434,0.286,0.526,0.593,0.713
0.728,0.17,0.541,0.413,0.285,0.552,0.582,0.721
0.723,0.164,0.584,0.393,0.285,0.577,0.571,0.732
0.719,0.159,0.624,0.375,0.284,0.598,0.563,0.752
0.717,0.154,0.661,0.359,0.285,0.619,0.555,0.774
0.719,0.148,0.7,0.343,0.283,0.639,0.55,0.795
0.761,0.139,0.716,0.34,0.274,0.64,0.567,0.792
0.787,0.138,0.697,0.351,0.269,0.625,0.582,0.756
0.818,0.135,0.672,0.364,0.262,0.607,0.602,0.757
0.835,0.132,0.662,0.369,0.258,0.599,0.613,0.714
0.879,0.129,0.677,0.369,0.255,0.601,0.627,0.705
0.891,0.129,0.696,0.363,0.256,0.61,0.626,0.749
0.925,0.131,0.685,0.373,0.256,0.598,0.637,0.72
0.926,0.131,0.685,0.374,0.255,0.598,0.638,0.651
0.927,0.131,0.686,0.374,0.255,0.598,0.638,0.594
0.932,0.103,0.682,0.361,0.229,0.603,0.668,0.586
0.934,0.073,0.678,0.347,0.202,0.606,0.691,0.6
0.939,0.051,0.674,0.337,0.182,0.608,0.709,0.556
0.944,0.036,0.67,0.332,0.168,0.608,0.723,0.508
0.951,0.036,0.67,0.333,0.168,0.607,0.726,0.438
0.956,0.036,0.671,0.333,0.167,0.606,0.728,0.36
0.963,0.036,0.673,0.334,0.168,0.607,0.73,0.305
0.951,0.037,0.684,0.327,0.17,0.614,0.721,0.359
0.939,0.036,0.698,0.32,0.172,0.624,0.712,0.403
0.926,0.036,0.714,0.311,0.174,0.635,0.703,0.446
0.911,0.036,0.732,0.301,0.177,0.648,0.691,0.513
0.904,0.036,0.741,0.297,0.178,0.654,0.685,0.574
0.882,0.039,0.765,0.286,0.185,0.667,0.661,0.597
0.845,0.046,0.747,0.291,0.191,0.659,0.636,0.599
0.833,0.052,0.708,0.307,0.192,0.637,0.631,0.59
0.833,0.064,0.674,0.326,0.199,0.614,0.621,0.615
0.839,0.079,0.651,0.344,0.21,0.595,0.612,0.647
0.847,0.099,0.642,0.36,0.227,0.584,0.598,0.68
0.856,0.111,0.661,0.361,0.24,0.588,0.579,0.718
0.888,0.109,0.643,0.371,0.235,0.575,0.599,0.741
0.922,0.109,0.634,0.379,0.232,0.565,0.616,0.701
0.924,0.109,0.635,0.38,0.232,0.565,0.616,0.649
0.93,0.109,0.634,0.381,0.232,0.564,0.618,0.584
0.935,0.099,0.621,0.381,0.22,0.558,0.632,0.539
0.94,0.099,0.598,0.391,0.218,0.545,0.64,0.495
0.947,0.099,0.563,0.405,0.214,0.525,0.652,0.472
0.952,0.1,0.538,0.416,0.211,0.51,0.66,0.434
0.957,0.101,0.508,0.428,0.208,0.493,0.669,0.401
0.96,0.101,0.484,0.438,0.205,0.479,0.677,0.361
0.963,0.102,0.457,0.449,0.202,0.463,0.685,0.323
0.965,0.102,0.417,0.464,0.198,0.44,0.696,0.317
0.966,0.102,0.378,0.479,0.193,0.418,0.706,0.33
0.968,0.103,0.335,0.496,0.189,0.394,0.718,0.334
0.97,0.104,0.298,0.51,0.185,0.373,0.729,0.314
0.969,0.105,0.258,0.525,0.181,0.35,0.739,0.323
0.97,0.108,0.226,0.539,0.18,0.331,0.745,0.359
0.968,0.122,0.192,0.559,0.189,0.309,0.741,0.374
0.971,0.135,0.16,0.578,0.198,0.287,0.739,0.352
0.973,0.154,0.142,0.595,0.214,0.269,0.715,0.329
0.971,0.171,0.144,0.603,0.231,0.262,0.684,0.358
0.968,0.191,0.136,0.617,0.249,0.249,0.654,0.381
0.965,0.192,0.134,0.618,0.25,0.248,0.652,0.432
0.966,0.166,0.12,0.609,0.224,0.247,0.68,0.448
0.966,0.134,0.117,0.593,0.194,0.251,0.698,0.446
0.966,0.104,0.113,0.578,0.166,0.254,0.717,0.461
0.966,0.073,0.11,0.562,0.137,0.258,0.737,0.469
0.965,0.044,0.105,0.547,0.11,0.261,0.756,0.487
0.964,0.014,0.099,0.532,0.081,0.262,0.774,0.473
0.937,0.014,0.096,0.529,0.082,0.265,0.76,0.545
0.914,0.017,0.097,0.526,0.086,0.267,0.742,0.596
0.878,0.025,0.11,0.52,0.097,0.276,0.708,0.616
0.842,0.032,0.136,0.509,0.109,0.294,0.675,0.62
0.814,0.037,0.159,0.498,0.117,0.31,0.648,0.633
0.79,0.041,0.181,0.488,0.125,0.325,0.624,0.663
0.765,0.045,0.207,0.476,0.133,0.341,0.596,0.665
0.741,0.049,0.233,0.465,0.141,0.358,0.569,0.673
0.714,0.054,0.264,0.452,0.152,0.377,0.537,0.691
0.691,0.06,0.293,0.441,0.163,0.392,0.509,0.687
0.671,0.066,0.319,0.432,0.173,0.407,0.483,0.707
0.643,0.077,0.354,0.422,0.188,0.424,0.448,0.722
0.625,0.084,0.378,0.418,0.199,0.433,0.423,0.75
0.595,0.099,0.414,0.415,0.217,0.441,0.385,0.756
0.574,0.11,0.438,0.417,0.23,0.441,0.359,0.78
0.549,0.123,0.466,0.421,0.246,0.439,0.329,0.787
0.52,0.139,0.498,0.427,0.263,0.436,0.295,0.781
0.493,0.152,0.527,0.435,0.279,0.429,0.268,0.799
0.467,0.163,0.552,0.446,0.29,0.417,0.249,0.78
0.439,0.169,0.581,0.447,0.299,0.416,0.229,0.743
0.411,0.169,0.611,0.432,0.304,0.435,0.206,0.746
0.384,0.168,0.642,0.415,0.308,0.457,0.186,0.756
0.359,0.166,0.671,0.398,0.312,0.479,0.167,0.77
0.371,0.184,0.642,0.42,0.326,0.458,0.168,0.78
0.372,0.215,0.642,0.437,0.355,0.451,0.15,0.773
0.372,0.246,0.643,0.454,0.386,0.445,0.133,0.768
0.373,0.278,0.643,0.472,0.417,0.439,0.12,0.758
0.373,0.312,0.642,0.49,0.449,0.434,0.113,0.768
0.374,0.35,0.641,0.511,0.486,0.428,0.106,0.77
0.375,0.381,0.639,0.528,0.514,0.422,0.099,0.792
0.376,0.414,0.635,0.546,0.544,0.413,0.089,0.796
0.378,0.443,0.629,0.563,0.569,0.405,0.083,0.826
0.383,0.474,0.618,0.583,0.597,0.393,0.08,0.836
0.388,0.504,0.611,0.601,0.625,0.384,0.078,0.815
0.391,0.533,0.609,0.617,0.652,0.378,0.074,0.787
0.396,0.567,0.609,0.634,0.684,0.371,0.069,0.786
0.406,0.604,0.604,0.655,0.718,0.361,0.068,0.799
0.421,0.635,0.599,0.674,0.745,0.35,0.071,0.804
0.439,0.663,0.595,0.691,0.769,0.339,0.072,0.824
0.458,0.693,0.599,0.706,0.796,0.333,0.069,0.809
