temp_x_1,temp_x_2,temp_x_3,temp_x_4,temp_x_5,temp_x_6,temp_x_7,temp_x_8
0.486,0.72,0.623,0.712,0.818,0.339,0.078,0.821
0.519,0.736,0.651,0.713,0.83,0.347,0.089,0.81
0.556,0.743,0.686,0.707,0.833,0.362,0.101,0.812
0.595,0.757,0.713,0.709,0.843,0.362,0.093,0.814
0.638,0.765,0.729,0.712,0.847,0.357,0.086,0.799
0.677,0.767,0.731,0.718,0.844,0.349,0.091,0.769
0.719,0.766,0.724,0.726,0.838,0.337,0.104,0.753
0.763,0.763,0.719,0.732,0.829,0.328,0.124,0.758
0.787,0.774,0.745,0.729,0.838,0.333,0.108,0.786
0.823,0.779,0.734,0.74,0.838,0.318,0.111,0.819
0.861,0.782,0.714,0.753,0.834,0.299,0.12,0.82
0.898,0.784,0.696,0.766,0.835,0.285,0.14,0.817
0.912,0.779,0.713,0.758,0.83,0.296,0.145,0.768
0.909,0.772,0.74,0.744,0.827,0.317,0.148,0.807
0.919,0.77,0.749,0.741,0.824,0.321,0.151,0.739
0.934,0.767,0.733,0.747,0.819,0.313,0.167,0.659
0.942,0.776,0.729,0.753,0.826,0.306,0.161,0.609
0.954,0.796,0.714,0.768,0.841,0.29,0.153,0.576
0.96,0.818,0.701,0.782,0.86,0.276,0.141,0.541
0.953,0.841,0.713,0.785,0.882,0.277,0.119,0.574
0.948,0.857,0.72,0.788,0.897,0.277,0.104,0.617
0.953,0.888,0.709,0.803,0.924,0.262,0.085,0.612
0.96,0.898,0.701,0.811,0.933,0.253,0.081,0.566
0.966,0.902,0.7,0.813,0.935,0.25,0.078,0.49
0.973,0.902,0.703,0.813,0.935,0.25,0.076,0.435
0.968,0.911,0.709,0.813,0.943,0.252,0.067,0.482
0.968,0.912,0.671,0.825,0.942,0.236,0.077,0.505
0.969,0.915,0.637,0.833,0.944,0.225,0.077,0.467
0.972,0.918,0.594,0.85,0.944,0.202,0.087,0.471
0.971,0.919,0.555,0.865,0.943,0.181,0.104,0.463
0.972,0.925,0.518,0.882,0.946,0.16,0.112,0.481
0.974,0.936,0.479,0.902,0.953,0.133,0.115,0.497
0.977,0.945,0.443,0.92,0.959,0.109,0.117,0.481
0.98,0.951,0.406,0.936,0.961,0.087,0.126,0.457
0.983,0.954,0.368,0.952,0.961,0.066,0.14,0.444
0.986,0.953,0.335,0.961,0.959,0.053,0.152,0.413
0.984,0.951,0.293,0.975,0.955,0.035,0.174,0.421
0.985,0.944,0.259,0.986,0.946,0.021,0.201,0.434
0.986,0.936,0.227,0.996,0.936,0.008,0.227,0.41
0.991,0.916,0.201,0.999,0.916,0,0.257,0.387
0.992,0.89,0.208,0.987,0.892,0.011,0.272,0.36
0.987,0.877,0.207,0.982,0.879,0.015,0.282,0.406
0.989,0.846,0.204,0.972,0.85,0.021,0.304,0.414
0.975,0.843,0.205,0.969,0.849,0.025,0.302,0.464
0.964,0.842,0.204,0.968,0.85,0.027,0.303,0.542
0.949,0.842,0.204,0.966,0.852,0.03,0.301,0.611
0.939,0.843,0.204,0.966,0.854,0.032,0.3,0.66
0.915,0.847,0.21,0.963,0.861,0.038,0.29,0.701
0.886,0.855,0.226,0.956,0.873,0.051,0.275,0.732
0.853,0.863,0.256,0.944,0.888,0.073,0.255,0.74
0.83,0.871,0.282,0.934,0.9,0.09,0.238,0.77
0.805,0.885,0.307,0.927,0.918,0.104,0.215,0.781
0.79,0.905,0.33,0.924,0.941,0.112,0.183,0.785
0.786,0.92,0.363,0.916,0.958,0.124,0.153,0.777
0.783,0.93,0.404,0.904,0.97,0.142,0.127,0.766
0.783,0.936,0.444,0.892,0.979,0.159,0.105,0.787
0.789,0.943,0.488,0.879,0.986,0.176,0.081,0.792
0.797,0.95,0.53,0.867,0.994,0.192,0.056,0.791
0.817,0.957,0.565,0.858,1,0.201,0.034,0.807
0.858,0.96,0.551,0.87,0.996,0.182,0.037,0.797
0.884,0.962,0.521,0.885,0.993,0.16,0.049,0.791
0.909,0.964,0.488,0.901,0.989,0.137,0.062,0.784
0.92,0.963,0.523,0.888,0.989,0.153,0.047,0.812
0.941,0.961,0.516,0.892,0.983,0.146,0.056,0.764
0.946,0.96,0.511,0.894,0.982,0.143,0.059,0.624
0.957,0.955,0.504,0.896,0.975,0.139,0.067,0.547
0.963,0.938,0.507,0.89,0.959,0.146,0.084,0.495
0.97,0.92,0.509,0.883,0.942,0.154,0.104,0.458
0.974,0.907,0.513,0.877,0.929,0.16,0.115,0.414
0.977,0.881,0.524,0.863,0.906,0.172,0.129,0.388
0.978,0.853,0.536,0.849,0.881,0.186,0.144,0.365
0.98,0.824,0.548,0.834,0.856,0.2,0.159,0.349
0.974,0.818,0.553,0.829,0.851,0.205,0.16,0.398
0.966,0.819,0.553,0.828,0.853,0.206,0.157,0.464
0.954,0.82,0.553,0.827,0.855,0.208,0.155,0.535
0.949,0.82,0.553,0.826,0.855,0.209,0.154,0.591
0.938,0.82,0.551,0.825,0.857,0.212,0.152,0.657
0.922,0.819,0.55,0.822,0.859,0.216,0.15,0.743
0.888,0.817,0.559,0.813,0.861,0.231,0.146,0.774
0.847,0.813,0.574,0.801,0.864,0.249,0.141,0.787
0.803,0.807,0.584,0.79,0.865,0.266,0.139,0.79
0.762,0.793,0.587,0.778,0.857,0.283,0.148,0.779
0.732,0.773,0.591,0.764,0.841,0.299,0.16,0.797
0.713,0.749,0.605,0.746,0.822,0.317,0.17,0.817
0.704,0.724,0.627,0.726,0.802,0.337,0.176,0.826
0.703,0.698,0.65,0.706,0.779,0.357,0.183,0.837
0.707,0.672,0.675,0.686,0.756,0.375,0.19,0.841
0.718,0.648,0.695,0.669,0.734,0.388,0.197,0.862
0.744,0.626,0.701,0.661,0.711,0.39,0.21,0.809
0.79,0.618,0.714,0.659,0.7,0.387,0.214,0.822
0.835,0.621,0.741,0.656,0.701,0.39,0.208,0.831
0.887,0.624,0.749,0.66,0.699,0.383,0.209,0.825
0.924,0.626,0.733,0.672,0.696,0.367,0.219,0.751
0.929,0.627,0.731,0.673,0.695,0.365,0.22,0.635
0.934,0.627,0.731,0.674,0.695,0.364,0.22,0.717
0.932,0.627,0.733,0.673,0.696,0.365,0.219,0.604
0.93,0.627,0.737,0.672,0.696,0.367,0.217,0.655
0.929,0.627,0.737,0.671,0.696,0.368,0.217,0.717
0.929,0.627,0.737,0.671,0.696,0.367,0.217,0.665
0.937,0.603,0.736,0.663,0.674,0.373,0.241,0.635
0.941,0.583,0.736,0.654,0.654,0.377,0.254,0.597
0.945,0.564,0.736,0.647,0.637,0.381,0.267,0.556
0.949,0.545,0.736,0.639,0.62,0.385,0.281,0.511
0.954,0.517,0.737,0.627,0.594,0.391,0.299,0.483
0.956,0.496,0.74,0.616,0.574,0.397,0.312,0.446
0.941,0.488,0.74,0.611,0.568,0.401,0.313,0.533
0.928,0.487,0.739,0.609,0.569,0.403,0.311,0.586
0.912,0.486,0.74,0.606,0.569,0.407,0.307,0.683
0.894,0.486,0.741,0.603,0.57,0.411,0.303,0.754
0.85,0.485,0.753,0.593,0.575,0.425,0.288,0.772
0.805,0.491,0.757,0.588,0.584,0.433,0.27,0.78
0.788,0.502,0.723,0.604,0.593,0.417,0.273,0.802
0.808,0.519,0.707,0.621,0.606,0.4,0.274,0.762
0.803,0.519,0.75,0.603,0.61,0.424,0.257,0.768
0.8,0.519,0.773,0.594,0.613,0.437,0.248,0.813
0.844,0.522,0.763,0.607,0.61,0.419,0.26,0.819
0.862,0.523,0.744,0.617,0.607,0.406,0.27,0.78
0.901,0.526,0.762,0.616,0.609,0.407,0.268,0.813
0.913,0.531,0.747,0.626,0.61,0.395,0.273,0.758
0.925,0.533,0.732,0.634,0.61,0.385,0.279,0.704
0.938,0.538,0.707,0.648,0.611,0.368,0.288,0.614
0.947,0.542,0.677,0.662,0.611,0.349,0.297,0.557
0.954,0.542,0.639,0.678,0.607,0.328,0.313,0.526
0.958,0.543,0.608,0.691,0.604,0.311,0.325,0.496
0.96,0.544,0.569,0.706,0.602,0.29,0.337,0.471
0.957,0.548,0.535,0.72,0.603,0.271,0.344,0.497
0.956,0.551,0.5,0.735,0.603,0.251,0.352,0.521
0.958,0.555,0.459,0.753,0.603,0.226,0.36,0.52
0.961,0.559,0.417,0.771,0.602,0.2,0.369,0.518
0.964,0.562,0.387,0.784,0.602,0.182,0.377,0.483
0.967,0.567,0.351,0.801,0.603,0.16,0.385,0.463
0.97,0.572,0.321,0.815,0.605,0.141,0.389,0.43
0.973,0.581,0.283,0.833,0.611,0.115,0.388,0.426
0.974,0.591,0.246,0.852,0.617,0.089,0.387,0.425
0.973,0.602,0.209,0.871,0.624,0.065,0.387,0.418
0.973,0.602,0.206,0.872,0.625,0.063,0.387,0.468
0.964,0.607,0.174,0.885,0.627,0.047,0.394,0.503
0.947,0.6,0.182,0.873,0.623,0.062,0.392,0.544
0.938,0.593,0.188,0.866,0.619,0.071,0.395,0.594
0.929,0.585,0.193,0.859,0.612,0.078,0.398,0.641
0.918,0.575,0.198,0.851,0.604,0.086,0.402,0.716
0.903,0.56,0.206,0.84,0.593,0.097,0.403,0.759
0.876,0.535,0.221,0.819,0.573,0.116,0.403,0.766
0.85,0.515,0.249,0.796,0.558,0.14,0.396,0.772
0.831,0.502,0.274,0.778,0.551,0.16,0.388,0.794
0.807,0.486,0.309,0.754,0.541,0.187,0.376,0.79
0.788,0.473,0.337,0.734,0.533,0.208,0.367,0.811
0.774,0.459,0.368,0.713,0.524,0.23,0.358,0.82
0.767,0.445,0.407,0.691,0.515,0.255,0.348,0.83
0.764,0.433,0.444,0.671,0.507,0.277,0.339,0.839
0.761,0.42,0.485,0.649,0.499,0.302,0.33,0.851
0.759,0.41,0.523,0.629,0.493,0.324,0.321,0.851
0.757,0.401,0.56,0.611,0.489,0.346,0.311,0.862
0.757,0.392,0.601,0.592,0.485,0.367,0.303,0.879
0.765,0.382,0.639,0.575,0.478,0.386,0.298,0.894
0.792,0.362,0.662,0.56,0.459,0.397,0.309,0.881
0.828,0.354,0.692,0.55,0.452,0.409,0.314,0.889
0.871,0.354,0.683,0.56,0.448,0.396,0.331,0.884
0.893,0.355,0.673,0.567,0.446,0.387,0.341,0.835
0.914,0.356,0.674,0.57,0.446,0.384,0.346,0.744
0.92,0.356,0.677,0.57,0.446,0.385,0.347,0.805
0.926,0.357,0.678,0.57,0.446,0.384,0.348,0.637
0.926,0.357,0.679,0.57,0.446,0.384,0.348,0.74
0.926,0.357,0.678,0.57,0.446,0.384,0.348,0.681
0.926,0.357,0.678,0.57,0.446,0.384,0.349,0.75
0.928,0.355,0.677,0.571,0.444,0.383,0.35,0.682
0.93,0.326,0.679,0.556,0.418,0.391,0.368,0.661
0.933,0.299,0.676,0.544,0.392,0.394,0.386,0.633
0.936,0.27,0.673,0.53,0.365,0.399,0.406,0.615
0.941,0.241,0.658,0.522,0.337,0.395,0.429,0.612
0.946,0.238,0.63,0.532,0.331,0.379,0.441,0.574
0.949,0.248,0.596,0.551,0.337,0.355,0.433,0.552
0.949,0.265,0.563,0.571,0.348,0.333,0.429,0.562
0.951,0.284,0.534,0.593,0.363,0.311,0.425,0.55
0.949,0.307,0.507,0.614,0.381,0.289,0.407,0.553
0.947,0.331,0.497,0.629,0.403,0.273,0.373,0.56
0.946,0.352,0.497,0.64,0.424,0.263,0.339,0.576
0.945,0.378,0.488,0.656,0.447,0.25,0.317,0.595
0.943,0.387,0.483,0.661,0.455,0.246,0.311,0.545
0.921,0.366,0.497,0.641,0.439,0.266,0.315,0.562
0.919,0.364,0.498,0.639,0.438,0.268,0.315,0.615
0.904,0.354,0.508,0.627,0.43,0.28,0.315,0.668
0.888,0.346,0.52,0.616,0.425,0.291,0.311,0.712
0.858,0.342,0.546,0.6,0.427,0.311,0.293,0.726
0.836,0.343,0.574,0.587,0.433,0.329,0.274,0.749
0.818,0.342,0.602,0.574,0.436,0.347,0.26,0.776
0.82,0.34,0.624,0.564,0.436,0.36,0.258,0.734
0.819,0.337,0.664,0.548,0.438,0.383,0.248,0.744
0.818,0.334,0.691,0.535,0.438,0.399,0.243,0.787
0.818,0.329,0.724,0.521,0.437,0.417,0.238,0.818
0.84,0.318,0.747,0.511,0.427,0.428,0.246,0.852
0.862,0.318,0.726,0.522,0.423,0.413,0.26,0.82
0.896,0.335,0.713,0.54,0.435,0.395,0.26,0.808
0.907,0.341,0.699,0.55,0.439,0.384,0.263,0.743
0.913,0.344,0.692,0.554,0.439,0.379,0.266,0.805
0.918,0.344,0.685,0.558,0.439,0.374,0.269,0.74
0.919,0.344,0.685,0.559,0.439,0.374,0.27,0.681
0.92,0.345,0.684,0.559,0.439,0.373,0.27,0.743
0.922,0.347,0.681,0.561,0.44,0.371,0.27,0.669
0.923,0.347,0.68,0.562,0.44,0.37,0.271,0.724
0.927,0.348,0.674,0.566,0.44,0.366,0.274,0.661
0.93,0.35,0.669,0.569,0.441,0.362,0.275,0.716
0.936,0.352,0.659,0.575,0.442,0.356,0.279,0.661
0.943,0.357,0.635,0.587,0.443,0.34,0.287,0.624
0.945,0.357,0.627,0.591,0.443,0.335,0.29,0.573
0.951,0.36,0.596,0.604,0.441,0.317,0.3,0.542
0.956,0.361,0.565,0.617,0.439,0.3,0.311,0.511
0.96,0.362,0.538,0.629,0.437,0.284,0.32,0.475
0.963,0.365,0.503,0.644,0.435,0.263,0.331,0.448
0.963,0.37,0.457,0.664,0.436,0.237,0.343,0.45
0.959,0.378,0.415,0.683,0.439,0.214,0.352,0.46
0.955,0.387,0.379,0.7,0.444,0.193,0.358,0.48
0.955,0.392,0.361,0.709,0.446,0.182,0.362,0.542
0.957,0.399,0.332,0.724,0.45,0.164,0.367,0.499
0.962,0.41,0.295,0.744,0.456,0.14,0.375,0.501
0.966,0.421,0.261,0.762,0.463,0.118,0.381,0.475
0.968,0.43,0.234,0.777,0.469,0.1,0.382,0.436
0.97,0.443,0.208,0.793,0.479,0.081,0.377,0.466
0.971,0.452,0.189,0.805,0.486,0.067,0.376,0.424
0.972,0.463,0.158,0.822,0.492,0.047,0.379,0.398
0.971,0.469,0.135,0.833,0.497,0.033,0.382,0.349
0.962,0.468,0.137,0.83,0.497,0.036,0.378,0.44
0.954,0.466,0.147,0.824,0.496,0.044,0.374,0.487
0.947,0.463,0.158,0.818,0.495,0.052,0.37,0.538
0.941,0.461,0.167,0.813,0.494,0.059,0.367,0.596
0.927,0.454,0.186,0.8,0.491,0.074,0.362,0.641
0.913,0.445,0.207,0.787,0.486,0.09,0.357,0.72
0.893,0.43,0.236,0.766,0.476,0.113,0.349,0.72
0.875,0.416,0.263,0.746,0.467,0.134,0.34,0.739
0.854,0.402,0.291,0.725,0.459,0.157,0.329,0.743
0.833,0.39,0.321,0.705,0.452,0.179,0.317,0.739
0.815,0.382,0.351,0.687,0.449,0.2,0.304,0.756
0.804,0.376,0.39,0.668,0.449,0.224,0.29,0.767
0.803,0.373,0.428,0.653,0.449,0.245,0.279,0.743
0.804,0.363,0.464,0.634,0.444,0.267,0.272,0.758
0.801,0.355,0.5,0.617,0.44,0.288,0.263,0.776
0.807,0.351,0.533,0.603,0.439,0.305,0.257,0.811
0.84,0.35,0.511,0.616,0.434,0.287,0.276,0.802
0.874,0.352,0.487,0.631,0.43,0.268,0.296,0.813
0.918,0.351,0.484,0.637,0.425,0.26,0.313,0.8
0.926,0.351,0.485,0.638,0.425,0.259,0.316,0.712
0.93,0.352,0.487,0.638,0.425,0.259,0.316,0.604
0.94,0.352,0.492,0.638,0.425,0.26,0.318,0.693
0.949,0.352,0.494,0.639,0.424,0.259,0.321,0.471
0.951,0.352,0.493,0.64,0.424,0.259,0.322,0.572
0.954,0.352,0.49,0.641,0.423,0.257,0.324,0.509
0.954,0.351,0.49,0.641,0.423,0.257,0.324,0.406
0.954,0.351,0.49,0.64,0.422,0.257,0.325,0.495
0.957,0.344,0.484,0.64,0.415,0.255,0.331,0.446
0.963,0.317,0.464,0.635,0.388,0.248,0.354,0.448
0.966,0.307,0.445,0.637,0.376,0.239,0.367,0.395
0.967,0.301,0.406,0.649,0.366,0.219,0.383,0.4
0.969,0.296,0.38,0.656,0.36,0.205,0.394,0.363
0.972,0.291,0.343,0.667,0.35,0.186,0.409,0.38
0.973,0.286,0.306,0.678,0.342,0.166,0.423,0.354
0.977,0.282,0.268,0.691,0.334,0.145,0.439,0.336
0.98,0.28,0.244,0.699,0.329,0.132,0.449,0.296
0.985,0.279,0.206,0.712,0.324,0.111,0.464,0.277
0.987,0.279,0.167,0.727,0.32,0.09,0.476,0.256
0.983,0.28,0.128,0.74,0.317,0.07,0.486,0.274
0.98,0.28,0.131,0.738,0.317,0.072,0.483,0.343
0.969,0.279,0.136,0.735,0.318,0.076,0.477,0.416
0.953,0.278,0.144,0.729,0.319,0.084,0.469,0.461
0.943,0.277,0.15,0.725,0.319,0.089,0.464,0.582
0.926,0.274,0.163,0.716,0.319,0.099,0.455,0.647
0.916,0.272,0.172,0.71,0.32,0.107,0.449,0.7
0.892,0.267,0.203,0.693,0.319,0.13,0.435,0.722
0.87,0.26,0.233,0.675,0.318,0.152,0.423,0.736
0.844,0.25,0.267,0.653,0.314,0.178,0.412,0.743
0.823,0.239,0.296,0.633,0.308,0.202,0.405,0.749
0.797,0.224,0.331,0.608,0.299,0.23,0.397,0.743
0.779,0.209,0.36,0.587,0.29,0.253,0.389,0.745
0.765,0.193,0.391,0.565,0.28,0.275,0.383,0.779
0.757,0.178,0.425,0.543,0.27,0.297,0.377,0.778
0.752,0.165,0.46,0.523,0.261,0.319,0.372,0.791
0.749,0.154,0.498,0.503,0.255,0.341,0.366,0.793
0.747,0.144,0.537,0.483,0.251,0.364,0.36,0.791
0.746,0.137,0.578,0.465,0.249,0.386,0.353,0.79
0.748,0.13,0.62,0.448,0.247,0.408,0.348,0.793
0.753,0.123,0.666,0.428,0.246,0.433,0.342,0.8
0.763,0.119,0.707,0.412,0.245,0.455,0.34,0.799
0.798,0.117,0.742,0.409,0.245,0.463,0.353,0.802
0.839,0.119,0.73,0.421,0.242,0.449,0.375,0.804
0.873,0.121,0.709,0.435,0.24,0.434,0.395,0.794
0.906,0.122,0.703,0.443,0.238,0.425,0.413,0.727
0.908,0.122,0.704,0.443,0.238,0.426,0.414,0.789
0.916,0.122,0.712,0.441,0.238,0.429,0.415,0.685
0.922,0.122,0.711,0.443,0.238,0.428,0.419,0.787
0.925,0.122,0.71,0.443,0.238,0.427,0.42,0.732
0.926,0.122,0.711,0.443,0.238,0.427,0.42,0.598
0.93,0.122,0.713,0.443,0.238,0.428,0.422,0.653
0.94,0.122,0.712,0.445,0.237,0.426,0.428,0.566
0.942,0.121,0.712,0.445,0.236,0.426,0.429,0.497
0.946,0.12,0.712,0.445,0.235,0.426,0.431,0.549
0.948,0.115,0.713,0.442,0.231,0.427,0.437,0.491
0.945,0.086,0.724,0.422,0.206,0.442,0.456,0.478
0.946,0.057,0.724,0.406,0.18,0.448,0.479,0.49
0.949,0.03,0.714,0.396,0.154,0.448,0.502,0.466
0.935,0.015,0.717,0.384,0.142,0.454,0.501,0.508
0.93,0.015,0.718,0.383,0.142,0.455,0.498,0.586
0.917,0.016,0.716,0.382,0.143,0.455,0.49,0.642
0.903,0.017,0.714,0.381,0.145,0.454,0.479,0.72
0.87,0.026,0.705,0.384,0.154,0.45,0.45,0.739
0.841,0.034,0.7,0.386,0.163,0.445,0.415,0.754
0.829,0.046,0.709,0.387,0.175,0.449,0.396,0.797
0.842,0.072,0.698,0.408,0.197,0.432,0.374,0.793
0.879,0.075,0.701,0.414,0.199,0.427,0.389,0.825
0.915,0.078,0.701,0.422,0.199,0.422,0.405,0.788
0.917,0.079,0.7,0.422,0.199,0.422,0.406,0.657
0.923,0.079,0.703,0.422,0.2,0.423,0.408,0.738
0.927,0.079,0.703,0.423,0.199,0.422,0.41,0.79
0.93,0.079,0.704,0.423,0.2,0.423,0.412,0.56
0.93,0.079,0.704,0.423,0.2,0.423,0.412,0.629
0.933,0.079,0.702,0.424,0.199,0.421,0.414,0.691
0.935,0.079,0.7,0.425,0.199,0.42,0.415,0.616
0.935,0.079,0.701,0.425,0.199,0.42,0.416,0.533
0.935,0.079,0.7,0.425,0.199,0.42,0.416,0.629
0.938,0.079,0.696,0.427,0.198,0.417,0.418,0.578
0.945,0.08,0.674,0.437,0.196,0.404,0.426,0.512
0.953,0.081,0.638,0.452,0.192,0.383,0.438,0.481
0.957,0.082,0.619,0.46,0.19,0.371,0.444,0.43
0.964,0.083,0.581,0.475,0.186,0.349,0.457,0.402
0.967,0.084,0.545,0.488,0.183,0.33,0.466,0.365
0.968,0.084,0.51,0.502,0.179,0.31,0.475,0.391
0.97,0.085,0.489,0.51,0.177,0.298,0.481,0.349
0.973,0.086,0.448,0.526,0.173,0.274,0.492,0.365
0.975,0.086,0.426,0.534,0.171,0.262,0.498,0.323
0.979,0.087,0.385,0.551,0.167,0.237,0.51,0.315
0.981,0.089,0.354,0.563,0.164,0.219,0.518,0.282
0.983,0.09,0.314,0.579,0.161,0.196,0.529,0.272
0.985,0.095,0.274,0.596,0.16,0.172,0.536,0.288
0.983,0.105,0.239,0.613,0.165,0.151,0.538,0.339
0.978,0.114,0.233,0.62,0.173,0.146,0.532,0.387
0.979,0.14,0.217,0.64,0.195,0.131,0.521,0.41
0.983,0.16,0.192,0.661,0.211,0.111,0.512,0.392
0.985,0.174,0.176,0.675,0.222,0.096,0.502,0.345
0.977,0.183,0.154,0.687,0.229,0.081,0.494,0.383
0.978,0.155,0.149,0.673,0.202,0.086,0.518,0.364
0.98,0.124,0.144,0.658,0.173,0.089,0.536,0.347
0.98,0.094,0.139,0.643,0.144,0.092,0.555,0.335
0.98,0.063,0.133,0.628,0.115,0.094,0.572,0.317
0.98,0.037,0.128,0.615,0.091,0.096,0.587,0.348
0.98,0.006,0.121,0.599,0.061,0.097,0.605,0.349
0.974,0.002,0.127,0.594,0.059,0.101,0.599,0.463
0.958,0.007,0.147,0.587,0.066,0.114,0.58,0.498
0.947,0.01,0.162,0.582,0.072,0.123,0.566,0.58
0.929,0.016,0.188,0.573,0.081,0.138,0.543,0.605
0.926,0.018,0.193,0.572,0.083,0.141,0.538,0.666
0.907,0.025,0.219,0.564,0.094,0.156,0.514,0.689
0.901,0.028,0.228,0.561,0.098,0.161,0.505,0.738
0.881,0.037,0.257,0.553,0.112,0.177,0.477,0.742
0.857,0.051,0.291,0.544,0.13,0.195,0.438,0.737
0.839,0.063,0.317,0.539,0.146,0.207,0.409,0.752
0.821,0.076,0.342,0.535,0.163,0.219,0.377,0.751
0.804,0.089,0.365,0.531,0.179,0.23,0.345,0.764
0.787,0.103,0.39,0.526,0.196,0.242,0.313,0.764
0.767,0.118,0.418,0.522,0.216,0.254,0.276,0.768
0.746,0.133,0.445,0.517,0.234,0.267,0.241,0.774
0.726,0.145,0.471,0.51,0.25,0.281,0.211,0.772
0.706,0.155,0.498,0.503,0.265,0.296,0.186,0.788
0.684,0.165,0.527,0.493,0.278,0.314,0.164,0.786
0.662,0.169,0.557,0.481,0.288,0.333,0.143,0.791
0.638,0.169,0.592,0.464,0.294,0.356,0.122,0.787
0.617,0.165,0.623,0.447,0.296,0.378,0.106,0.783
0.593,0.161,0.654,0.429,0.297,0.4,0.089,0.782
0.568,0.157,0.682,0.412,0.299,0.42,0.071,0.793
0.542,0.155,0.71,0.396,0.302,0.439,0.052,0.79
0.514,0.152,0.737,0.38,0.305,0.458,0.032,0.797
0.485,0.15,0.764,0.364,0.308,0.477,0.012,0.793
0.468,0.148,0.778,0.354,0.31,0.488,0,0.748
0.481,0.148,0.75,0.367,0.306,0.471,0.013,0.778
0,0.262,0.556,0.314,0.285,0.69,0.589,0.785
0.025,0.262,0.527,0.331,0.281,0.666,0.602,0.787
0.047,0.267,0.509,0.347,0.282,0.647,0.606,0.754
0.066,0.289,0.511,0.365,0.304,0.633,0.584,0.767
0.084,0.32,0.516,0.386,0.334,0.625,0.572,0.766
0.1,0.349,0.524,0.403,0.363,0.619,0.562,0.777
0.121,0.378,0.529,0.423,0.391,0.613,0.561,0.772
0.144,0.408,0.536,0.442,0.419,0.606,0.559,0.764
0.172,0.438,0.539,0.464,0.447,0.595,0.56,0.768
0.199,0.463,0.541,0.483,0.469,0.584,0.559,0.785
0.222,0.483,0.542,0.498,0.486,0.575,0.559,0.817
0.25,0.506,0.55,0.514,0.507,0.566,0.554,0.838
0.283,0.533,0.563,0.53,0.532,0.558,0.546,0.835
0.314,0.557,0.577,0.544,0.553,0.55,0.536,0.833
0.345,0.579,0.595,0.554,0.573,0.545,0.524,0.825
0.375,0.599,0.612,0.564,0.591,0.54,0.511,0.809
0.405,0.62,0.631,0.573,0.61,0.535,0.496,0.799
0.434,0.641,0.652,0.58,0.63,0.532,0.478,0.793
0.47,0.666,0.675,0.59,0.652,0.526,0.457,0.793
0.501,0.685,0.696,0.597,0.669,0.522,0.438,0.792
0.537,0.704,0.714,0.605,0.684,0.515,0.419,0.797
0.574,0.721,0.731,0.612,0.698,0.507,0.399,0.798
0.611,0.736,0.749,0.619,0.71,0.499,0.38,0.803
0.642,0.753,0.771,0.623,0.724,0.495,0.357,0.801
0.678,0.769,0.778,0.638,0.735,0.478,0.345,0.789
0.699,0.785,0.777,0.664,0.743,0.446,0.352,0.785
0.724,0.803,0.774,0.689,0.753,0.416,0.355,0.783
0.758,0.808,0.762,0.701,0.756,0.4,0.356,0.811
0.803,0.815,0.768,0.708,0.758,0.387,0.342,0.809
0.849,0.82,0.771,0.715,0.758,0.372,0.329,0.805
0.882,0.825,0.746,0.731,0.757,0.349,0.332,0.807
0.907,0.826,0.715,0.747,0.753,0.326,0.342,0.801
0.911,0.826,0.712,0.749,0.752,0.323,0.343,0.715
0.913,0.826,0.716,0.747,0.753,0.324,0.341,0.774
0.912,0.827,0.717,0.747,0.753,0.325,0.34,0.717
0.926,0.83,0.725,0.751,0.755,0.32,0.339,0.668
0.933,0.838,0.745,0.748,0.763,0.324,0.322,0.625
0.935,0.854,0.766,0.746,0.78,0.33,0.298,0.596
0.934,0.881,0.777,0.752,0.805,0.328,0.27,0.577
0.936,0.908,0.759,0.769,0.828,0.311,0.257,0.59
0.94,0.926,0.745,0.782,0.842,0.298,0.248,0.55
0.936,0.954,0.735,0.796,0.868,0.286,0.23,0.566
0.932,0.958,0.735,0.796,0.872,0.286,0.228,0.617
0.919,0.957,0.736,0.794,0.873,0.292,0.231,0.675
0.9,0.957,0.742,0.789,0.876,0.302,0.234,0.723
0.864,0.956,0.765,0.775,0.88,0.325,0.232,0.721
0.832,0.956,0.78,0.765,0.886,0.343,0.232,0.75
0.821,0.954,0.744,0.778,0.883,0.33,0.258,0.758
0.83,0.952,0.713,0.791,0.88,0.316,0.287,0.741
0.841,0.941,0.696,0.795,0.87,0.316,0.327,0.72
0.844,0.929,0.711,0.785,0.861,0.334,0.356,0.752
0.86,0.929,0.73,0.78,0.862,0.341,0.351,0.795
0.903,0.928,0.717,0.791,0.858,0.323,0.352,0.792
0.914,0.929,0.715,0.793,0.857,0.319,0.352,0.734
0.916,0.929,0.716,0.793,0.857,0.319,0.351,0.649
0.92,0.929,0.718,0.793,0.857,0.319,0.349,0.73
0.925,0.93,0.722,0.792,0.859,0.319,0.345,0.661
0.929,0.93,0.718,0.794,0.858,0.316,0.346,0.58
0.93,0.93,0.717,0.795,0.858,0.315,0.346,0.677
0.932,0.932,0.712,0.798,0.859,0.311,0.345,0.586
0.934,0.935,0.708,0.801,0.861,0.307,0.344,0.661
0.938,0.94,0.695,0.808,0.865,0.297,0.34,0.614
0.942,0.943,0.671,0.819,0.865,0.283,0.347,0.556
0.948,0.943,0.641,0.832,0.863,0.266,0.361,0.499
0.954,0.947,0.602,0.848,0.863,0.245,0.373,0.509
