0.195208,-0.0201705,-0.0371452,0.0145311,0.152159,0.00754091,
0.187757,-0.0200671,-0.0358781,0.0144849,0.14647,0.00691076,
0.157285,-0.0204873,-0.0305018,0.0148841,0.122989,0.00613148,
0.115691,-0.0224612,-0.0230203,0.016495,0.0909514,0.0051423,
0.0843736,-0.0242834,-0.0198392,0.0179786,0.0676697,0.00429212,
0.0690092,-0.0249474,-0.0200653,0.018596,0.056908,0.00367283,
0.0679292,-0.0249972,-0.0186672,0.018785,0.0558505,0.00341793,
0.0788323,-0.0241732,-0.0167963,0.0183255,0.0629413,0.003598,
0.0942136,-0.0226274,-0.016407,0.0173378,0.0731348,0.00396998,
0.106577,-0.0199739,-0.0157623,0.0155269,0.0804605,0.00460346,
0.115804,-0.0153262,-0.0148377,0.0121935,0.084854,0.00567031,
0.124221,-0.0098441,-0.0155211,0.00824666,0.0885877,0.00607637,
0.242862,-0.0618401,-0.0889328,0.0514388,0.154828,-0.0248789,
0.272964,-0.0617565,-0.112715,0.0515115,0.178282,-0.0228684,
0.301094,-0.0621093,-0.137218,0.0519276,0.200496,-0.0210544,
0.329798,-0.0600522,-0.163111,0.0504724,0.223486,-0.0183187,
0.358085,-0.0541506,-0.189029,0.0460383,0.246109,-0.0141648,
0.386981,-0.047063,-0.212995,0.0406683,0.268561,-0.00938269,
0.419791,-0.039174,-0.235406,0.0346776,0.293351,-0.00483222,
0.450115,-0.0288056,-0.256189,0.0267843,0.315844,-0.000121501,
0.471633,-0.0169626,-0.27525,0.0177715,0.33147,0.00461475,
0.493573,-0.00667579,-0.295387,0.00999224,0.347689,0.00778753,
0.523751,-8.39261e-05,-0.31622,0.00508887,0.370095,0.00886193,
0.424146,-0.116091,-0.355377,0.094953,0.262888,0.0167232,
0.375463,-0.17304,-0.34619,0.138458,0.221141,0.0151869,
0.334593,-0.226874,-0.336329,0.179506,0.18497,0.0158203,
0.312212,-0.273564,-0.330054,0.215038,0.16323,0.0183845,
0.308629,-0.312047,-0.328822,0.244257,0.156541,0.0223994,
0.311284,-0.339579,-0.328144,0.265102,0.154585,0.0280177,
0.320279,-0.356023,-0.327166,0.277518,0.157215,0.0343725,
0.348774,-0.363909,-0.330346,0.283475,0.175143,0.0398324,
0.392187,-0.368169,-0.337472,0.286742,0.204982,0.0435489,
0.428635,-0.370129,-0.345009,0.288338,0.229927,0.0458338,
0.451539,-0.365601,-0.352127,0.285072,0.245057,0.0473102,
1.14815,-0.0630622,-0.525106,0.0564663,0.76573,0.0705172,
1.16702,-0.0388646,-0.52976,0.0382755,0.777861,0.0734252,
1.16184,-0.0149541,-0.527239,0.0203546,0.77075,0.0761525,
1.15594,0.0103261,-0.522959,0.00139648,0.762748,0.0789673,
1.15404,0.0345734,-0.51827,-0.0167827,0.757639,0.082184,
1.15231,0.0550582,-0.513726,-0.0321194,0.752807,0.0858085,
1.15038,0.0722925,-0.510302,-0.0450233,0.748236,0.0899608,
1.14202,0.086317,-0.506152,-0.0555272,0.738916,0.0946385,
1.12548,0.0937112,-0.500381,-0.0609968,0.723353,0.0989551,
1.11182,0.090894,-0.494781,-0.0586741,0.710016,0.101412,
1.10747,0.0807495,-0.490624,-0.0507353,0.703889,0.101257,
0.873549,0.0914407,-0.42182,-0.05638,0.500346,0.0887893,
0.820662,0.0965472,-0.40744,-0.0597797,0.456754,0.0845315,
0.775926,0.100161,-0.395041,-0.0620659,0.419608,0.0808247,
0.737956,0.103695,-0.385388,-0.0643738,0.388131,0.0791102,
0.699532,0.116431,-0.375652,-0.0738292,0.356324,0.0820273,
0.665385,0.137624,-0.366567,-0.0898011,0.327823,0.0878855,
0.638629,0.161923,-0.360316,-0.108139,0.305452,0.0937792,
0.611342,0.191883,-0.354976,-0.130801,0.282956,0.100226,
0.584247,0.228569,-0.348842,-0.158591,0.260389,0.107493,
0.564375,0.264688,-0.342277,-0.185885,0.242938,0.113186,
0.557277,0.293268,-0.336463,-0.207351,0.234929,0.1159,
1.11088,0.56568,-0.440562,-0.413826,0.651066,0.148344,
1.193,0.586981,-0.455709,-0.430047,0.713436,0.14985,
1.28041,0.609695,-0.473477,-0.447403,0.780368,0.152129,
1.35931,0.632214,-0.489645,-0.464616,0.840753,0.154726,
1.42222,0.652771,-0.502138,-0.480332,0.888647,0.157689,
1.46564,0.662735,-0.510744,-0.48795,0.921451,0.159521,
1.4852,0.660716,-0.514024,-0.486387,0.935619,0.160078,
1.47735,0.654685,-0.511387,-0.481742,0.928416,0.161008,
1.44826,0.648577,-0.505541,-0.477013,0.905029,0.162237,
1.40495,0.643526,-0.498801,-0.473068,0.871154,0.163782,
1.35599,0.639898,-0.491158,-0.470218,0.832992,0.16633,
1.23545,0.521855,-0.442164,-0.379997,0.727453,0.174766,
1.25123,0.503702,-0.441831,-0.366192,0.738429,0.172905,
1.26563,0.494939,-0.442467,-0.359568,0.748684,0.171793,
1.27622,0.491764,-0.44217,-0.357183,0.755949,0.170204,
1.28742,0.488527,-0.441365,-0.354725,0.763517,0.167575,
1.29341,0.48167,-0.438606,-0.349476,0.766772,0.16381,
1.29154,0.468778,-0.433557,-0.339579,0.7637,0.158507,
1.29358,0.453869,-0.432548,-0.328167,0.764511,0.152996,
1.30239,0.445487,-0.438525,-0.321862,0.772049,0.150272,
1.31174,0.441548,-0.447186,-0.31904,0.780699,0.150078,
1.31814,0.43556,-0.453958,-0.314657,0.7868,0.150503,
1.29409,0.285222,-0.397746,-0.200461,0.749419,0.137896,
1.26834,0.268432,-0.387749,-0.187667,0.727446,0.135744,
1.25358,0.25337,-0.381841,-0.176229,0.714535,0.13377,
1.24583,0.240899,-0.37732,-0.166787,0.707088,0.131596,
1.23815,0.23187,-0.372542,-0.159985,0.699647,0.129424,
1.22864,0.222569,-0.368325,-0.152967,0.691052,0.126349,
1.22107,0.21292,-0.367768,-0.145702,0.684865,0.122596,
1.22167,0.209231,-0.374209,-0.143084,0.686466,0.120497,
